compound,Gh,Hh,Cph,V,Hig,Sig,Cpig
Methanol,,-45.5,,,,,
Methanol,,-45.23,,,,,
Methanol,,-45.12,,,,,
Methanol,,-44.83,,,,,
Methanol,,-45.12,,,,,
Methanol,,-44.88,,,,,
Methanol,,-45.12,,,,,
Methanol,,-45.16,,,,,
Methanol,,-45.71,,,,,
Methanol,,-44.86,,,,,
Methanol,,-44.93,,,,,
Methanol,,-45.07,,,,,
Methanol,,-45.11,,,,,
Methanol,,-45.17,,,,,
Methanol,,-45.08,,,,,
Methanol,,-45.18,,,,,
Methanol,,-45.11,,,,,
Methanol,,-44.94,,,,,
Methanol,,-45.16,,,,,
Ethanol,,-52.66,,,,,
Ethanol,,-52.66,,,,,
Ethanol,,-52.63,,,,,
Ethanol,,-52.48,,,,,
Ethanol,,-52.61,,,,,
Ethanol,,-52.21,,,,,
Ethanol,,-52.61,,,,,
Ethanol,,-52.65,,,,,
Ethanol,,-53.18,,,,,
Ethanol,,-52.43,,,,,
Ethanol,,-52.96,,,,,
Ethanol,,-52.63,,,,,
Ethanol,,-52.46,,,,,
Ethanol,,-52.59,,,,,
Ethanol,,-52.59,,,,,
Ethanol,,-52.63,,,,,
Ethanol,,-52.64,,,,,
Ethanol,,-52.56,,,,,
Ethanol,,-52.71,,,,,
Ethanol,,-52.59,,,,,
Ethanol,,-52.42,,,,,
Ethanol,,-52.71,,,,,
Ethanol,,-52.08,,,,,
Ethanol,,-52.5,,,,,
Ethanol,,-52.46,,,,,
Ethanol,,-52.5,,,,,
n-Propanol,,-57.63,,,,,
n-Propanol,,-57.63,,,,,
n-Propanol,,-57.9,,,,,
n-Propanol,,-57.96,,,,,
n-Propanol,,-57.21,,,,,
n-Propanol,,-57.4,,,,,
n-Propanol,,-57.37,,,,,
n-Propanol,,-57.65,,,,,
n-Propanol,,-57.31,,,,,
n-Propanol,,-57.72,,,,,
n-Propanol,,-57.62,,,,,
n-Propanol,,-57.79,,,,,
n-Propanol,,-57.6,,,,,
n-Propanol,,-57.67,,,,,
n-Propanol,,-57.62,,,,,
n-Propanol,,-57.63,,,,,
n-Propanol,,-56.7,,,,,
n-Propanol,,-57.88,,,,,
n-Propanol,,-56.7,,,,,
n-Butanol,,-61.62,,,,,
n-Butanol,,-61.65,,,,,
n-Butanol,,-61.79,,,,,
n-Butanol,,-61.16,,,,,
n-Butanol,,-61.69,,,,,
n-Butanol,,-61.74,,,,,
n-Butanol,,-60.64,,,,,
n-Butanol,,-60.64,,,,,
n-Butanol,,-61.74,,,,,
n-Butanol,,-61.66,,,,,
n-Butanol,,-61.67,,,,,
n-Butanol,,-61.53,,,,,
n-Butanol,,-61.62,,,,,
n-Butanol,,-61.5,,,,,
n-Butanol,,-61.83,,,,,
n-Butanol,,-61.7,,,,,
n-Butanol,,-61.42,,,,,
n-Butanol,,-61.46,,,,,
n-Butanol,,-60.58,,,,,
1-Pentanol,,-65.11,,,,,
1-Pentanol,,-65.03,,,,,
1-Pentanol,,-65.03,,,,,
1-Pentanol,,-63.69,,,,,
1-Pentanol,,-63.69,,,,,
1-Pentanol,,-65.28,,,,,
1-Pentanol,,-64.76,,,,,
1-Pentanol,,-65.72,,,,,
1-Pentanol,,-64.7,,,,,
1-Pentanol,,-64.86,,,,,
1-Pentanol,,-65.14,,,,,
1-Pentanol,,-63.39,,,,,
n-Hexanol,,-68.02,,,,,
n-Hexanol,,-66.55,,,,,
n-Hexanol,,-66.55,,,,,
n-Hexanol,,-69.6,,,,,
n-Hexanol,,-68.17,,,,,
n-Hexanol,,-67.41,,,,,
n-Hexanol,,-66.25,,,,,
n-Heptanol,,-71.69,,,,,
n-Heptanol,,-69.81,,,,,
n-Heptanol,,-69.81,,,,,
n-Heptanol,,-73.7,,,,,
n-Heptanol,,-72.29,,,,,
n-Octanol,,-74.38,,,,,
n-Octanol,,-74.35,,,,,
n-Octanol,,-71.03,,,,,
n-Octanol,,-77.96,,,,,
1-Nonanol,,-78.76,,,,,
1-Nonanol,,-75.86,,,,,
2-Propanol,,-58.58,,,,,
2-Propanol,,-58.24,,,,,
2-Propanol,,-58.58,,,,,
2-Propanol,,-58.57,,,,,
2-Propanol,,-57.95,,,,,
2-Propanol,,-58.17,,,,,
2-Propanol,,-58.58,,,,,
2-Propanol,,-59.39,,,,,
2-Propanol,,-58.37,,,,,
2-Propanol,,-58.55,,,,,
2-Propanol,,-58.46,,,,,
2-Propanol,,-58.88,,,,,
2-Butanol,,-62.8,,,,,
2-Butanol,,-62.43,,,,,
2-Butanol,,-62.83,,,,,
2-Butanol,,-62.7,,,,,
2-Butanol,,-62.99,,,,,
2-Methyl-1-propanol,,-60.07,,,,,
2-Methyl-1-propanol,,-60.11,,,,,
2-Methyl-1-propanol,,-60.96,,,,,
2-Methyl-1-propanol,,-60.2,,,,,
2-Methyl-2-propanol,,-63.74,,,,,
2-Methyl-2-propanol,,-64.05,,,,,
2-Methyl-2-propanol,,-64.43,,,,,
2-Methyl-2-propanol,,-64.18,,,,,
2-Methyl-2-propanol,,-63.94,,,,,
2-Methyl-2-propanol,,-64.69,,,,,
2-Methyl-2-propanol,,-64.2,,,,,
2-Methyl-2-propanol,,-64.05,,,,,
2-Methyl-2-propanol,,-63.89,,,,,
2-Methyl-2-propanol,,-64.35,,,,,
"2,2-Dimethyl-1-propanol",,-57.4,,,,,
"2,2-Dimethyl-1-propanol",,-58.6,,,,,
2-Methyl-1-butanol,,-61.98,,,,,
2-Methyl-1-butanol,,-62.48,,,,,
2-Methyl-2-butanol,,-68.46,,,,,
2-Methyl-2-butanol,,-68.77,,,,,
2-Methyl-2-butanol,,-68.12,,,,,
2-Methyl-2-butanol,,-68.72,,,,,
2-Pentanol,,-64.59,,,,,
2-Pentanol,,-66.05,,,,,
3-Methyl-1-butanol,,-63.03,,,,,
3-Methyl-1-butanol,,-63.13,,,,,
3-Pentanol,,-65.95,,,,,
3-Pentanol,,-66.83,,,,,
"2,3-Dimethyl-2-butanol",,-67.7,,,,,
2-Ethyl-1-butanol,,-69.3,,,,,
2-Hexanol,,-68.37,,,,,
2-Hexanol,,-69.28,,,,,
2-Hexanol,,-69.07,,,,,
2-Methyl-1-pentanol,,-68.1,,,,,
3-Hexanol,,-68.8,,,,,
3-Hexanol,,-70.19,,,,,
3-Methyl-3-pentanol,,-64.8,,,,,
3-Methyl-3-pentanol,,-67.6,,,,,
4-Methyl-2-pentanol,,-61.7,,,,,
4-Methyl-2-pentanol,,-66.7,,,,,
4-Methyl-2-pentanol,,-66.2,,,,,
3-Heptanol,,-73.7,,,,,
2-Heptanol,,-73.3,,,,,
2-Heptanol,,-72.22,,,,,
3-Ethyl-3-Pentanol,,-73.1,,,,,
4-Heptanol,,-75.6,,,,,
4-Heptanol,,-76.47,,,,,
2-Ethyl-1-Hexanol,,-77.1,,,,,
2-Octanol,,-80.6,,,,,
3-Octanol,,-77,,,,,
2-Propen-1-ol,,-50.6,,,,,
2-Propen-1-ol,,-51.29,,,,,
2-Propen-1-ol,,-50.8,,,,,
2-Buten-1-ol,,-60.93,,,,,
3-Buten-1-ol,,-61.98,,,,,
3-Pentyn-1-ol,,-67.23,,,,,
4-Penten-1-ol,,-63.4,,,,,
4-Penten-1-ol,,-61,,,,,
Cyclopentanol,,-67.86,,,,,
Cyclopentanol,,-68.53,,,,,
Cyclopentanol,,-67.76,,,,,
Cyclopentanol,,-68.63,,,,,
Cyclopentanol,,-67.97,,,,,
Cyclohexanol,,-70.48,,,,,
Cyclohexanol,,-70.74,,,,,
Cyclohexanol,,-70.02,,,,,
Cyclohexanol,,-70.29,,,,,
Cyclohexanol,,-70.29,,,,,
Cyclohexanol,,-71.33,,,,,
Cyclohexanol,,-69.92,,,,,
Cyclohexanol,,-70.81,,,,,
Cyclohexanol,,-71.17,,,,,
Cyclohexanol,,-71.03,,,,,
Cycloheptanol,,-76.6,,,,,
Cycloheptanol,,-75.43,,,,,
Cycloheptanol,,-75.66,,,,,
Cyclohexanemethanol,,-70.7,,,,,
Cyclooctanol,,-74,,,,,
Cyclooctanol,,-78.4,,,,,
Acetone,,-41.7,,,,,
Acetone,,-41.57,,,,,
Acetone,,-41.44,,,,,
Acetone,,-40.97,,,,,
Acetone,,-41.44,,,,,
Acetone,,-41.44,,,,,
Acetone,,-41.24,,,,,
Acetone,,-41.07,,,,,
Acetone,,-41.07,,,,,
Acetone,,-41.48,,,,,
Acetone,,-41.47,,,,,
Acetone,,-41.18,,,,,
Acetone,,-41.27,,,,,
Acetone,,-40.01,,,,,
2-Butanone,,-45.57,,,,,
2-Butanone,,-44.22,,,,,
2-Butanone,,-45.22,,,,,
2-Butanone,,-45.64,,,,,
2-Butanone,,-46.25,,,,,
2-Butanone,,-45.73,,,,,
2-Butanone,,-45.42,,,,,
2-Pentanone,,-45.46,,,,,
2-Pentanone,,-48.67,,,,,
2-Pentanone,,-49.97,,,,,
3-Methyl-2-butanone,,-43.47,,,,,
3-Methyl-2-butanone,,-47.5,,,,,
3-Methyl-2-butanone,,-45.07,,,,,
3-Pentanone,,-46.48,,,,,
3-Pentanone,,-49.58,,,,,
3-Pentanone,,-49.26,,,,,
2-Hexanone,,-53.05,,,,,
2-Hexanone,,-52.61,,,,,
2-Methyl-3-pentanone,,-48.56,,,,,
"3,3-Dimethyl-2-butanone",,-47,,,,,
"3,3-Dimethyl-2-butanone",,-47.5,,,,,
"3,3-Dimethyl-2-butanone",,-51,,,,,
3-Hexanone,,-50.52,,,,,
3-Methyl-2-pentanone,,-50.09,,,,,
4-Methyl-2-pentanone,,-49.65,,,,,
4-Methyl-2-pentanone,,-49.85,,,,,
4-Methyl-2-pentanone,,-50.15,,,,,
2-Heptanone,,-55.84,,,,,
2-Heptanone,,-56.19,,,,,
2-Heptanone,,-56.86,,,,,
4-Heptanone,,-54.8,,,,,
4-Heptanone,,-56.88,,,,,
"2,4-Dimethyl-3-pentanone",,-52.57,,,,,
"2,4-Dimethyl-3-pentanone",,-51.17,,,,,
"2,4-Dimethyl-3-pentanone",,-57.07,,,,,
"2,6-Dimethyl-4-heptanone",,-61.72,,,,,
2-Nonanone,,-62.74,,,,,
Methoxymethane,,-36.8,,,,,
Methoxymethane,,-30.9,,,,,
Methoxymethane,,-36.9,,,,,
Methoxymethane,,-33.3,,,,,
Methoxyethane,,-33.5,,,-216.4,309.25,93.3
1-Methoxypropane,,-36.8,,,,,
1-Methoxypropane,,-39.2,,,,,
2-Methoxypropane,,-38.08,,,,,
Diethyl ether,,-48.07,,,,,
Diethyl ether,,-36.47,,,,,
Diethyl ether,,-46.4,,,,,
Diethyl ether,,-46.07,,,,,
Diethyl ether,,-46.57,,,,,
Diethyl ether,,-49.07,,,,,
1-Methoxy-2-methylpropane,,-46.21,,,,,
2-Ethoxypropane,,-46.12,,,,,
2-Methoxy-2-Methylpropane,,-73.69,,,,,
2-Methoxy-2-Methylpropane,,-41.2,,,,,
2-Methoxy-2-Methylpropane,,-48.6,,,,,
2-Methoxy-2-Methylpropane,,-69.79,,,,,
2-Methoxy-2-Methylpropane,,-68.29,,,,,
2-Methoxy-2-Methylpropane,,-67.09,,,,,
2-Methoxy-2-Methylpropane,,-73.19,,,,,
1-Methoxybutane,,-41.53,,,,,
1-Methoxybutane,,-52.73,,,,,
2-Methoxybutane,,-42.71,,,,,
1-Methoxypentane,,-45.91,,,,,
Isopropyl propyl ether,,-52.15,,,,,
"2,2'-Oxybispropane",,-55.86,,,,,
"2,2'-Oxybispropane",,-54.8,,,,,
"2,2'-Oxybispropane",,-42.06,,,,,
"2,2'-Oxybispropane",,-50.7,,,,,
"1,1'-Oxybispropane",,-50.49,,,,,
"1,1'-Oxybispropane",,-44.69,,,,,
"1,1'-Oxybispropane",,-52.19,,,,,
1-Ethoxybutane,,-46.41,,,,,
1-Ethoxybutane,,-48.31,,,,,
1-Ethoxybutane,,-48.71,,,,,
2-Ethoxy-2-methylpropane,,-56.7,,,,,
2-Ethoxy-2-methylpropane,,-44.17,,,,,
2-Ethoxy-2-methylpropane,,-52.4,,,,,
2-Methoxy-2-methylbutane,,-56.5,,,,,
2-Methoxy-2-methylbutane,,-51.7,,,,,
2-Methoxy-2-methylbutane,,-46.6,,,,,
2-Methoxy-2-methylbutane,,-55.2,,,,,
1-Propoxybutane,,-49.76,,,,,
1-Methoxyhexane,,-51.9,,,,,
"1,2-Dimethoxyethane",,-59.42,,,,,
"1,2-Dimethoxyethane",,-59.42,,,,,
"1,2-Dimethoxyethane",,-58.83,,,,,
"1,2-Dimethoxyethane",,-59.67,,,,,
"1,2-Dimethoxyethane",,-59.42,,,,,
1-Ethoxy-2-methoxyethane,,-66.08,,,,,
"1,2-Diethoxyethane",,-71.99,,,,,
"1,2-Diethoxyethane",,-72.27,,,,,
1-Methoxy-2-propoxyethane,,-69.09,,,,,
1-(2-Methoxypropoxy)butane,,-72.49,,,,,
"1,2-Dipropoxyethane",,-76.79,,,,,
Anesthenyl,,-36.8,,,,,
Anesthenyl,,-41.77,,,,,
"1,1-Diethoxyethane",,-61.24,,,,,
"1,1-Diethoxyethane",,-59.05,,,,,
Diglyme,,-74.61,,,,,
Diglyme,,-71.01,,,,,
Diglyme,,-75.5,,,,,
Diglyme,,-74.9,,,,,
Diethylene glycol diethyl ether,,-92.66,,,,,
Diethylene glycol diethyl ether,,-96.5,,,,,
Diethylene glycol diethyl ether,,-96.3,,,,,
Triglyme,,-102.29,,,,,
Triglyme,,-102.52,,,,,
Triglyme,,-102.31,,,,,
Diethylene glycol dibutyl ether,,-105.8,,,,,
Tetraglyme,,-125.7,,,,,
Tetraglyme,,-125.85,,,,,
Tetraglyme,,-127.1,,,,,
Tetraglyme,,-122.2,,,,,
Tetraglyme,,-126.5,,,,,
Alpha-pinene,,-41.4,,,,,
Gamma-Terpinene,,-39.4,,,,,
Limonene,,-39.75,,,,,
Limonene,,-39.95,,,,,
Methyl Formate,,-32.1,,,,,
Methyl Formate,,-31.4,,,,,
Methyl Formate,,-32.1,,,,,
Ethyl Formate,,-38.41,,,,,
Ethyl Formate,,-35.6,,,,,
Ethyl Formate,,-38.41,,,,,
Propyl Formate,,-40.51,,,,,
Isobutyl Formate,,-43,,,,,
Isopentyl Formate,,-47.7,,,,,
Pentyl Formate,,-48.1,,,,,
Methyl Acetate,,-39.96,,,,,
Methyl Acetate,,-42.33,,,,,
Methyl Acetate,,-42.33,,,,,
Methyl Acetate,,-40.1,,,,,
Methyl Acetate,,-40.31,,,,,
Methyl Acetate,,-39.61,,,,,
Methyl Acetate,,-41.33,,,,,
Ethyl Acetate,,-45.22,,,,,
Ethyl Acetate,,-45.04,,,,,
Ethyl Acetate,,-45.44,,,,,
Ethyl Acetate,,-45.44,,,,,
Ethyl Acetate,,-45.39,,,,,
Ethyl Acetate,,-45.38,,,,,
Ethyl Acetate,,-45.48,,,,,
Ethyl Acetate,,-45.51,,,,,
Ethyl Acetate,,-45.02,,,,,
Ethyl Acetate,,-46.19,,,,,
Ethyl Acetate,,-45.02,,,,,
Ethyl Acetate,,-45.02,,,,,
Ethyl Acetate,,-45.56,,,,,
Ethyl Acetate,,-45.21,,,,,
Isopropyl Acetate,,-46.52,,,,,
Isopropyl Acetate,,-47.06,,,,,
Propyl Acetate,,-49.61,,,,,
Propyl Acetate,,-47.87,,,,,
Propyl Acetate,,-49.07,,,,,
Propyl Acetate,,-45.9,,,,,
Propyl Acetate,,-47.42,,,,,
Isobutyl Acetate,,-50.62,,,,,
Isobutyl Acetate,,-55.94,,,,,
Isobutyl Acetate,,-52.08,,,,,
Isobutyl Acetate,,-51.9,,,,,
Butyl Acetate,,-53.62,,,,,
Butyl Acetate,,-52.72,,,,,
Butyl Acetate,,-51.72,,,,,
Butyl Acetate,,-53.28,,,,,
tert-Butyl Acetate,,-45.91,,,,,
tert-Butyl Acetate,,-47.78,,,,,
tert-Butyl Acetate,,-45.38,,,,,
tert-Butyl Acetate,,-46.92,,,,,
tert-Butyl Acetate,,-43.47,,,,,
sec-Butyl Acetate,,-51.59,,,,,
sec-Butyl Acetate,,-52.2,,,,,
n-Pentyl Acetate,,-48.6,,,,,
n-Pentyl Acetate,,-56.6,,,,,
n-Pentyl Acetate,,-56.3,,,,,
n-Pentyl Acetate,,-54.1,,,,,
n-Pentyl Acetate,,-54.9,,,,,
Isopentyl Acetate,,-45.9,,,,,
Isopentyl Acetate,,-53.2,,,,,
Isopentyl Acetate,,-54.8,,,,,
n-Hexyl Acetate,,-60.8,,,,,
Methyl Propionate,,-41.95,,,,,
Methyl Propionate,,-44.6,,,,,
Ethyl Propionate,,-49.52,,,,,
Propyl Propionate,,-51.18,,,,,
Isobutyl Propionate,,-54.7,,,,,
Butyl Propionate,,-57.8,,,,,
Methyl Butyrate,,-47.66,,,,,
Methyl Butyrate,,-47.37,,,,,
Methyl Butyrate,,-47.07,,,,,
Ethyl Butyrate,,-54.11,,,,,
Ethyl Butyrate,,-52.6,,,,,
Propyl Butyrate,,-54.9,,,,,
Butyl Butyrate,,-63.5,,,,,
Methyl Isobutyrate,,-45.12,,,,,
Methyl Isobutyrate,,-46.04,,,,,
Ethyl Isobutyrate,,-51.28,,,,,
Isobutyl Isobutyrate,,-55.3,,,,,
Methyl Pentanoate,,-50.63,,,,,
Methyl Pentanoate,,-50.41,,,,,
Ethyl Pentanoate,,-56.52,,,,,
Ethyl Isopentanoate,,-56,,,,,
Methyl Pivalate,,-47.62,,,,,
Methyl Pivalate,,-46.14,,,,,
Ethyl Pivalate,,-51.09,,,,,
Ethyl Pivalate,,-50.32,,,,,
Methyl Hexanoate,,-54.74,,,,,
Ethyl Hexanoate,,-60.17,,,,,
Ethyl 2-Methylbutanoate,,-55.4,,,,,
Methanethiol,,-23.3,,,,,
Methanethiol,,-23.9,,,,,
Methanethiol,,-25.8,,,,,
Methanethiol,,-25.9,,,,,
Ethanethiol,,-29.7,,,,,
Ethanethiol,,-28.5,,,,,
1-Propanethiol,,-30.7,,,,,
1-Propanethiol,,-29.7,,,,,
1-Butanethiol,,-31.7,,,,,
1-Butanethiol,,-40.9,,,,,
Dimethyl Sulfide,,-31.48,,,,,
Dimethyl Sulfide,,-31.8,,,,,
Dimethyl Sulfide,,-28.8,,,,,
Dimethyl Sulfide,,-31.1,,,,,
Diethyl Sulfide,,-40.22,,,,,
Dipropyl Sulfide,,-47.65,,,,,
Carbon Disulfide,,-23,,,,,
Carbon Disulfide,,-33.2,,,,,
Carbon Disulfide,,-29.95,,,,,
Dimethyl Disulfide,,-34.69,,,,,
Dimethyl Disulfide,,-34.9,,,,,
Dimethyl Disulfide,,-33.6,,,,,
Diethyl Disulfide,,-41.02,,,,,
Diethyl Disulfide,,-38.8,,,,,
Dipropyl Disulfide,,-45.14,,,,,
Acetonitrile,,-34.9,,,,,
Acetonitrile,,-34.91,,,,,
Acetonitrile,,-35.01,,,,,
Acetonitrile,,-34.84,,,,,
Acetonitrile,,-35.01,,,,,
Acetonitrile,,-34.66,,,,,
Acetonitrile,,-34.89,,,,,
Acetonitrile,,-34.94,,,,,
Acetonitrile,,-34.96,,,,,
Acetonitrile,,-34.99,,,,,
Propanenitrile,,-39.56,,,,,
Propanenitrile,,-39.48,,,,,
Butanenitrile,,-41.8,,,,,
Butanenitrile,,-42.56,,,,,
2-Methylpropanenitrile,,-40.02,,,,,
Pentanenitrile,,-45.64,,,,,
Butanedinitrile,,-58.24,,,,,
Pentanedinitrile,,-65.6,,,,,
Pentanedinitrile,,-62.4,,,,,
Hexanedinitrile,,-66.6,,,,,
1-Hexene,,-32.2,,,,,
1-Octene,,-36.9,,,,,
cumene,,-39.6,,,,,
n-Butylbenzene,,-46.1,,,,,
n-Pentylbenzene,,-48.8,,,,,
n-Hexylbenzene,,-52.4,,,,,
Cyclopentene,,-25.7,,,,,
2-Cyclohexen-1-ol,,-70.9,,,,,
Ethenylbenzene,,-35,,,,,
Tetralin,,-44,,,,,
Propane,,,319,,,,
Propane,,,332,,,,
Propane,,,389,,,,
n-Butane,,,383,,,,
n-Butane,,,390,,,,
n-Pentane,,,458,,,,
n-Pentane,,,446,,,,
n-Pentane,,,452,,,,
n-Hexane,,,493,,,,
n-Hexane,,,492.4,,,,
n-Heptane,,,540,,,,
n-Octane,,,587,,,,
2-Methylpropane,,,360,,,,
2-Methylpropane,,,377,,,,
"2,2-Dimethylpropane",,,486,,,,
Propene,,,278,,,,
"1,3-Butadiene",,,325,,,,
1-Butene,,,389,,,,
2-Methyl-1-propene,,,365,,,,
Propyne,,,203,,,,
"1,3-Dimethylbenzene",,,357.2,,,,
"1,4-Dimethylbenzene",,,358,,,,
"1,4-Dimethylbenzene",,,350,,,,
"1,4-Dimethylbenzene",,,358,,,,
Ethylbenzene,,,405.4,,,,
Ethylbenzene,,,376.4,,,,
n-Propylbenzene,,,453.1,,,,
Cyclopropane,,,303,,,,
Cyclopentane,,,323.2,,,,
Cyclohexane,,,409.7,,,,
Methylcyclohexane,,,504,,,,
Methanol,,,111.8,,,,
Methanol,,,113.8,,,,
Methanol,,,112.8,,,,
Methanol,,,112.8,,,,
Methanol,,,113.8,,,,
Methanol,,,113.8,,,,
Methanol,,,133.8,,,,
Methanol,,,111.8,,,,
Ethanol,,,193.6,,,,
Ethanol,,,202.6,,,,
Ethanol,,,197.6,,,,
Ethanol,,,195.6,,,,
Ethanol,,,194.6,,,,
Ethanol,,,195.6,,,,
Ethanol,,,194.6,,,,
Ethanol,,,210.6,,,,
Ethanol,,,188.6,,,,
n-Propanol,,,272.4,,,,
n-Propanol,,,275.4,,,,
n-Propanol,,,270.4,,,,
n-Propanol,,,269.4,,,,
n-Propanol,,,268.4,,,,
n-Propanol,,,266.4,,,,
n-Propanol,,,264.4,,,,
n-Propanol,,,267.4,,,,
n-Propanol,,,260.4,,,,
n-Propanol,,,294.4,,,,
n-Propanol,,,267.4,,,,
n-Butanol,,,335,,,,
n-Butanol,,,334,,,,
n-Butanol,,,339,,,,
n-Butanol,,,346,,,,
n-Butanol,,,338,,,,
n-Butanol,,,336,,,,
n-Butanol,,,333,,,,
n-Butanol,,,332,,,,
n-Butanol,,,330,,,,
n-Butanol,,,337,,,,
n-Butanol,,,329,,,,
n-Butanol,,,369,,,,
n-Butanol,,,329,,,,
1-Pentanol,,,413,,,,
1-Pentanol,,,447,,,,
1-Pentanol,,,409,,,,
1-Pentanol,,,404,,,,
1-Pentanol,,,401,,,,
1-Pentanol,,,399,,,,
1-Pentanol,,,393,,,,
1-Pentanol,,,426,,,,
n-Hexanol,,,484.3,,,,
n-Hexanol,,,461.3,,,,
n-Hexanol,,,456.3,,,,
n-Heptanol,,,521.6,,,,
n-Heptanol,,,559.6,,,,
n-Octanol,,,578.9,,,,
2-Propanol,,,279.4,,,,
2-Propanol,,,272.4,,,,
2-Propanol,,,297.4,,,,
2-Propanol,,,271.4,,,,
2-Butanol,,,350.9,,,,
2-Butanol,,,335.9,,,,
2-Butanol,,,369.9,,,,
2-Methyl-1-propanol,,,326.8,,,,
2-Methyl-1-propanol,,,323.8,,,,
2-Methyl-1-propanol,,,355.8,,,,
2-Methyl-2-propanol,,,351,,,,
2-Methyl-2-propanol,,,349,,,,
2-Methyl-2-propanol,,,350,,,,
2-Methyl-2-propanol,,,349,,,,
2-Methyl-2-propanol,,,350,,,,
2-Methyl-2-propanol,,,350,,,,
2-Methyl-2-propanol,,,382,,,,
2-Methyl-2-propanol,,,370,,,,
"2,2-Dimethyl-1-propanol",,,369.8,,,,
"2,2-Dimethyl-1-propanol",,,369.8,,,,
2-Methyl-2-butanol,,,407.3,,,,
2-Methyl-2-butanol,,,429.3,,,,
3-Pentanol,,,404.7,,,,
2-Propen-1-ol,,,265,,,,
2-Buten-1-ol,,,301.8,,,,
3-Buten-1-ol,,,301.4,,,,
3-Pentyn-1-ol,,,286.7,,,,
4-Penten-1-ol,,,311.5,,,,
Cyclopentanol,,,329,,,,
Cyclopentanol,,,375,,,,
Cyclohexanol,,,368.3,,,,
Cyclohexanol,,,330.3,,,,
Cyclohexanol,,,350.3,,,,
Cyclohexanol,,,390.3,,,,
Cycloheptanol,,,432.7,,,,
Acetone,,,165.5,,,,
Acetone,,,150.5,,,,
Acetone,,,166,,,,
Acetone,,,165.5,,,,
2-Butanone,,,233.7,,,,
2-Butanone,,,233.7,,,,
2-Butanone,,,233.3,,,,
3-Pentanone,,,298.4,,,,
Diethyl ether,,,303.5,,,,
2-Methoxy-2-Methylpropane,,,330,,,,
"1,2-Dimethoxyethane",,,242.4,,,,
"1,2-Dimethoxyethane",,,258.4,,,,
1-Ethoxy-2-methoxyethane,,,320.7,,,,
"1,2-Diethoxyethane",,,407.9,,,,
"1,2-Diethoxyethane",,,406.9,,,,
1-Methoxy-2-propoxyethane,,,397.9,,,,
1-(2-Methoxypropoxy)butane,,,464,,,,
"1,2-Dipropoxyethane",,,492.2,,,,
Anesthenyl,,,179.9,,,,
"1,1-Diethoxymethane",,,335.1,,,,
Diethylene glycol diethyl ether,,,479.3,,,,
Tetraglyme,,,546.6,,,,
Methyl Formate,,,176,,,,
Ethyl Formate,,,225,,,,
Methyl Acetate,,,213,,,,
Methyl Acetate,,,204,,,,
Methyl Acetate,,,215,,,,
Methyl Acetate,,,212,,,,
Methyl Acetate,,,197,,,,
Ethyl Acetate,,,270,,,,
Ethyl Acetate,,,281,,,,
Ethyl Acetate,,,259,,,,
Ethyl Acetate,,,283,,,,
Ethyl Acetate,,,260,,,,
Ethyl Propionate,,,335,,,,
Methyl Butyrate,,,319,,,,
Ethyl Butyrate,,,392,,,,
Ethyl Pentanoate,,,457,,,,
Ethyl Pivalate,,,433,,,,
Methyl Hexanoate,,,444,,,,
Ethyl Hexanoate,,,491,,,,
Dimethyl Sulfide,,,228,,,,
Diethyl Sulfide,,,320,,,,
Dipropyl Sulfide,,,487,,,,
Dimethyl Disulfide,,,286,,,,
Diethyl Disulfide,,,363,,,,
Acetonitrile,,,137.7,,,,
Acetonitrile,,,137.7,,,,
Acetonitrile,,,157.7,,,,
Propanenitrile,,,211.2,,,,
Hexanenitrile,,,399.2,,,,
Benzene,,,290,,,,
Methylbenzene,,,340,,,,
2-Cyclohexen-1-ol,,,370,,,,
Propane,,,,75,,,
Propane,,,,70.7,,,
Propane,,,,67,,,
n-Butane,,,,74.5,,,
n-Butane,,,,76.6,,,
2-Methylpropane,,,,74.9,,,
2-Methylpropane,,,,83.1,,,
"2,2-Dimethylpropane",,,,100.5,,,
Propene,,,,56.7,,,
"1,3-Butadiene",,,,68.3,,,
1-Butene,,,,62.3,,,
Benzene,,,,83.1,,,
Benzene,,,,82.6,,,
Benzene,,,,83.5,,,
Benzene,,,,82.6,,,
Benzene,,,,81.27,,,
Benzene,,,,83.2,,,
Methylbenzene,,,,98.8,,,
Methylbenzene,,,,98.6,,,
Methylbenzene,,,,96.6,,,
Methylbenzene,,,,97.5,,,
Methylbenzene,,,,97,,,
Methylbenzene,,,,97.71,,,
Cyclopropane,,,,54.3,,,
Methanol,,,,38.1,,,
Methanol,,,,38.18,,,
Methanol,,,,38.38,,,
Methanol,,,,38.1,,,
Methanol,,,,38.1,,,
Methanol,,,,38.24,,,
Methanol,,,,38.25,,,
Methanol,,,,38.13,,,
Methanol,,,,38.1,,,
Methanol,,,,38.17,,,
Methanol,,,,38,,,
Methanol,,,,38.1,,,
Methanol,,,,38.89,,,
Methanol,,,,38.2,,,
Ethanol,,,,54.6,,,
Ethanol,,,,55.14,,,
Ethanol,,,,55.1,,,
Ethanol,,,,55.09,,,
Ethanol,,,,55.5,,,
Ethanol,,,,56.28,,,
Ethanol,,,,55,,,
Ethanol,,,,55.1,,,
Ethanol,,,,55.05,,,
Ethanol,,,,55.16,,,
Ethanol,,,,55.1,,,
Ethanol,,,,55.08,,,
Ethanol,,,,55.1,,,
